,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
55,300160,秀强股份,0.67,55.81,3.02,,-0.15,4712.7,55.75,,01-12
56,002542,中化岩土,0.65,,2.2,34.77,0.26,3259.55,,,01-11
57,002536,飞龙股份,0.98,139.02,4.02,,0.88,7025.95,140.42,,01-10
58,002535,林州重机,0.51,59.38,2.76,,0.32,7857.57,71.36,,01-10
59,002534,杭锅股份,0.56,36.59,2.93,,5.23,22853.65,37.72,,01-07
60,002537,海联金汇,0.85,32.81,3.42,,-1.78,6576.55,27.84,,01-07
61,300157,恒泰艾普,0.64,28.0,4.58,,,4374.74,32.35,,01-06
62,300156,神雾环保,1.26,48.24,4.81,,-1.56,7587.97,47.73,,01-06
63,300155,安居宝,0.74,,2.98,,0.28,4011.5,,,01-06
64,300158,振东制药,0.62,58.97,3.94,,-0.23,6653.81,56.92,,01-06
65,002532,新界泵业,0.82,41.38,2.58,,0.64,4922.7,41.95,,12-30
66,002531,天顺风能,0.4,42.86,2.18,20.84,1.08,6312.43,10.02,,12-30
67,002530,金财互联,0.25,-19.61,1.89,,0.22,2459.37,-19.75,,12-30
68,002539,云图控股,0.64,,5.12,14.33,0.07,7862.44,,,12-28
69,002538,司尔特,0.57,,2.96,21.45,0.67,6299.4,,,12-28
70,300153,科泰电源,0.59,5.36,2.7,,-0.08,3568.59,5.71,,12-28
71,300152,科融环境,0.74,80.49,3.24,,0.41,5880.78,79.33,,12-28
72,300345,红宇新材,0.5,,2.05,27.26,0.14,3574.11,,,12-27
73,300220,金运激光,0.74,,2.54,36.3,0.55,1916.63,,,12-24
74,300164,通源石油,0.63,,5.43,12.23,-1.43,3085.66,,,12-24
75,002529,海源复材,0.26,-13.33,2.54,,-0.17,3071.77,-13.68,,12-23
76,002528,英飞拓,0.69,102.94,3.02,,-0.03,7548.18,102.64,,12-23
77,002527,新时达,0.41,36.67,2.5,,0.17,6131.05,36.07,,12-23
78,601216,君正集团,0.4,,2.39,18.16,0.38,20554.94,,,12-23
79,300151,昌红科技,0.66,,3.15,,0.87,3283.16,,,12-21
80,300149,量子生物,0.5,51.52,2.41,,0.45,2512.24,73.94,,12-21
81,300229,拓尔思,0.42,,2.56,18.23,0.29,3800.7,,,12-20
82,603009,北特科技,,,,,,3000.32,,,12-17
83,300159,新研股份,1.5,76.47,4.12,44.02,1.05,4553.41,118.58,,12-17
84,300340,科恒股份,0.7,,3.55,21.96,-0.23,2631.82,,,12-17
85,601118,海南橡胶,0.12,,1.24,10.37,0.02,38814.37,266.49,,12-16
86,002526,山东矿机,0.42,59.45,2.68,,0.06,8303.91,61.54,,12-16
87,002524,光正集团,0.31,675.0,2.18,,0.42,2070.88,752.05,,12-16
88,300146,汤臣倍健,1.77,47.5,4.38,,1.09,7271.35,75.37,,12-14
89,002533,金杯电工,0.77,,4.93,15.51,-0.61,8087.19,,,12-14
90,300148,天舟文化,0.47,88.0,2.07,,0.01,2595.16,73.37,,12-14
91,300147,香雪制药,0.52,18.18,3.46,,0.25,4817.01,36.05,,12-14
92,300154,瑞凌股份,0.8,,2.75,33.89,0.38,6673.87,,,12-10
93,002523,天桥起重,0.4,17.65,2.3,,-0.1,4823.91,18.62,,12-09
94,002522,浙江众成,0.58,38.1,2.61,25.14,0.47,4667.98,38.1,,12-09
95,002521,齐峰新材,1.08,28.57,4.56,26.95,1.3,11925.3,29.03,,12-09
96,002520,日发精机,0.78,30.0,4.27,,0.35,3751.26,29.53,,12-09
97,300145,中金环境,0.76,,3.26,26.41,0.57,4557.56,66.67,,12-08
98,300144,宋城演艺,1.14,93.22,3.05,,1.76,14356.21,100.11,,12-08
99,300143,盈康生命,0.45,150.0,2.79,,0.7,2250.48,165.46,,12-08
100,002517,恺英网络,0.42,10.53,2.54,,0.07,2769.01,21.1,,12-06
101,002516,旷达科技,0.58,65.71,3.25,19.65,0.39,8723.04,66.09,,12-06
102,002519,银河电子,1.0,19.05,7.03,,-0.81,5304.53,19.02,,12-06
103,002518,科士达,0.62,14.81,3.13,,-0.58,5315.62,22.54,,12-06
104,300150,世纪瑞尔,0.5,,2.51,21.55,-0.25,5022.63,,,12-03
105,002512,达华智能,0.38,10.59,1.92,,0.13,3310.84,9.18,,12-02
106,002515,金字火腿,0.62,29.17,3.46,,0.1,3397.93,29.21,,12-02
107,002514,宝馨科技,0.73,135.48,2.78,,0.6,3737.83,139.31,,12-02
108,002513,蓝丰生化,1.09,-34.73,5.56,,0.96,6021.99,-34.3,,12-02
109,002511,中顺洁柔,0.79,5.33,5.22,,0.91,9489.57,5.14,,11-24
110,002510,天汽模,0.33,17.86,2.55,,-0.17,5075.12,19.13,,11-24
111,002507,涪陵榨菜,0.45,45.16,2.7,18.35,0.5,5179.49,43.01,,11-22
112,002509,天广中茂,0.35,16.67,2.09,15.41,-0.31,2617.2,15.76,,11-22
113,002508,老板电器,0.78,95.0,3.57,,1.11,9395.81,96.99,,11-22
114,002506,协鑫集成,0.79,33.9,3.61,,-1.01,15584.64,34.82,,11-17
115,002505,大康农业,0.45,,2.9,,0.37,3441.25,70.71,,11-17
116,002504,弘高创意,0.3,87.5,3.31,,0.64,2382.94,81.11,,11-17
117,002501,*ST利源,1.0,81.82,5.04,22.11,1.59,7024.97,83.27,,11-16
118,002503,搜于特,1.08,77.05,3.7,,-1.27,6471.2,75.54,,11-16
119,002502,鼎龙文化,0.58,41.46,2.98,,0.06,3814.47,41.48,,11-16
120,002500,山西证券,0.15,-34.78,1.52,9.9,-1.88,30477.48,-33.69,,11-12
121,300142,沃森生物,1.36,,3.69,,0.53,10206.05,,,11-11
122,300141,和顺电气,0.62,87.88,2.35,,,2556.86,85.73,,11-11
123,600958,东方证券,,,,,,97133.53,,,11-11
124,300140,中环装备,0.74,-15.91,4.22,,0.37,3668.66,-8.55,,11-11
125,300139,晓程科技,1.12,2.75,5.72,,-1.91,4596.69,2.6,,11-11
126,688029,南微医学,,,,,,2198.64,,,11-09
127,002499,*ST科林,0.55,223.53,2.7,22.22,0.19,3098.6,226.56,,11-08
128,002498,汉缆股份,0.72,-18.18,3.56,,-0.37,30248.74,-18.12,,11-08
129,002497,雅化集团,1.03,,3.8,,0.92,12403.13,26.69,,11-08
130,002496,辉丰股份,1.22,11.93,6.04,,0.95,9148.2,11.83,,11-08
131,601908,京运通,0.56,,,,,20557.37,,,11-05
132,300138,晨光生物,0.7,6.06,3.55,22.08,1.33,4693.15,30.61,,11-04
133,300137,先河环保,0.28,21.74,2.01,,-0.25,2559.75,35.94,,11-04
134,300136,信维通信,0.73,71.94,2.36,,0.53,3655.43,89.65,,11-04
135,002493,荣盛石化,1.98,112.9,5.02,,2.33,98892.73,112.51,,11-01
136,002492,恒基达鑫,0.41,16.07,3.0,,0.82,3706.25,16.07,,11-01
137,002495,佳隆股份,0.49,-7.55,2.88,,0.25,3838.16,-4.39,,11-01
138,002494,华斯股份,0.53,35.9,3.1,,-0.27,4515.26,35.34,,11-01
139,600330,天通股份,0.1,-163.98,2.25,4.63,0.19,6058.13,-163.84,,10-30
140,000876,新希望,0.5,-3.85,4.53,11.31,-0.1,41291.69,5.16,,10-30
141,600352,浙江龙盛,0.43,16.7,4.02,12.17,-0.79,60048.73,22.95,,10-30
142,600757,长江传媒,-1.18,353.85,-3.54,,-0.0,-65166.52,353.97,,10-30
143,000400,许继电气,0.24,7.98,6.21,3.86,-0.9,8904.86,7.98,,10-30
144,600008,首创股份,0.11,32.98,2.22,5.08,0.25,24832.7,32.97,,10-30
145,600388,龙净环保,0.81,-16.49,9.56,8.38,-0.26,16914.31,-5.83,,10-30
146,600409,三友化工,0.15,1053.49,2.98,5.12,-0.09,13973.01,1056.78,,10-30
147,600811,东方集团,0.14,1.21,3.36,4.31,-0.26,23610.83,-0.92,,10-30
148,600073,上海梅林,0.01,116.0,2.14,0.51,0.19,385.07,112.02,,10-30
149,600523,贵航股份,0.31,14.81,5.1,6.16,0.17,8835.15,12.99,,10-30
150,600145,*ST新亿,0.06,-175.09,0.39,0.17,0.02,2373.87,-174.95,,10-30
151,600898,国美通讯,0.06,-242.93,0.75,8.0,0.01,1454.56,-243.05,,10-30
152,000630,铜陵有色,0.46,26.37,5.27,9.5,-2.65,59661.15,26.69,,10-30
153,600163,中闽能源,-0.08,-69.96,2.43,-3.28,-0.13,-5889.92,-70.08,,10-30
154,600199,金种子酒,0.22,29.41,1.48,15.87,0.13,11249.67,147.96,,10-30
155,600597,光明乳业,0.13,14.41,2.15,6.09,0.23,13231.31,14.15,,10-30
156,600218,全柴动力,0.28,129.1,3.44,8.31,0.04,7966.49,129.18,,10-30
157,601238,广汽集团,,,,,,332016.22,115.69,,10-30
158,600276,恒瑞医药,0.76,-0.87,4.29,19.64,0.36,56325.87,19.14,,10-30
159,600694,大商股份,0.38,-1050.0,10.6,3.6,4.89,11020.75,-1041.69,,10-30
160,000014,沙河股份,0.24,-30.28,2.51,9.97,0.04,4844.03,-30.28,,10-30
161,600036,招商银行,0.99,45.59,6.17,17.61,1.39,2058500.0,57.4,,10-30
162,600817,ST宏盛,0.9,-1100.0,-23.28,,-0.06,11646.95,-1151.93,,10-30
163,600096,云天化,0.35,-452.75,7.82,4.55,1.58,20798.8,-459.92,,10-30
164,600130,波导股份,0.03,-168.0,0.79,4.31,-0.01,2577.31,-164.03,,10-30
165,000709,河钢股份,0.15,66.67,4.22,3.55,0.21,102976.63,220.11,,10-30
166,601688,华泰证券,0.44,,5.68,8.83,-4.64,239991.22,,,10-30
167,000783,长江证券,0.44,-20.0,4.27,10.11,-1.81,94482.68,2.51,,10-30
168,000066,中国长城,0.13,-65.16,2.07,6.32,-2.34,14186.13,-30.57,,10-30
169,000157,中联重科,0.64,-35.95,3.08,23.57,-0.56,312643.43,86.09,,10-30
170,600381,青海春天,0.17,0.54,-0.52,,0.19,5132.81,0.57,,10-30
171,600050,中国联通,0.05,-65.55,3.33,1.49,2.85,106663.58,-65.54,,10-30
172,000540,中天金融,0.25,-55.96,1.53,16.58,-0.63,23184.83,-29.53,,10-30
173,600480,凌云股份,0.68,70.0,3.34,22.11,0.43,21106.29,67.8,,10-30
174,600499,科达洁能,0.31,43.87,2.37,14.0,0.05,18135.96,91.27,,10-30
175,600875,东方电气,0.85,-29.17,5.07,17.96,0.97,170676.81,61.3,,10-30
176,600556,ST慧球,-0.01,-103.76,-0.18,,-0.12,-564.84,-104.89,,10-30
177,600175,美都能源,0.12,0.0,1.61,7.68,-0.45,13632.82,123.67,,10-30
178,600608,ST沪科,-0.05,-70.01,-0.67,,0.02,-1504.76,-72.55,,10-30
179,601169,北京银行,0.95,33.8,6.85,,9.59,594663.2,35.36,,10-30
180,600555,海航创新,0.03,50.0,1.4,2.3,-0.17,4283.96,125.73,,10-30
181,600606,绿地控股,0.24,2.53,4.24,5.73,-3.26,10445.83,12.93,,10-30
182,600623,华谊集团,0.24,32.79,2.2,11.67,-0.33,21579.66,32.83,,10-30
183,600643,爱建集团,0.04,-35.29,1.43,3.11,-0.13,3624.7,-34.76,,10-30
184,600698,*ST天雁,-0.0,-95.83,0.32,-0.33,0.0,-102.21,-95.64,,10-30
185,000829,天音控股,0.24,17.07,2.17,11.64,0.43,22586.7,16.35,,10-30
186,600350,山东高速,0.25,22.12,2.95,8.86,0.42,85292.82,22.15,,10-30
187,000913,钱江摩托,0.12,-25.0,3.08,3.88,-0.64,5320.14,-28.84,,10-30
188,000932,华菱钢铁,-0.53,543.78,4.95,-10.04,-0.98,-144522.3,543.67,,10-30
189,600791,京能置业,-0.03,-46.77,1.78,-1.81,2.1,-1477.24,-47.35,,10-30
190,600433,冠豪高新,0.07,32.73,2.38,3.14,-0.31,2109.94,137.3,,10-30
191,000545,金浦钛业,-0.01,-95.24,0.04,-28.99,-0.2,-194.16,-93.83,,10-30
192,600122,宏图高科,0.24,16.38,6.93,3.98,-0.27,11717.07,31.16,,10-30
193,600578,京能电力,0.42,110.0,3.46,13.95,0.82,24263.93,108.9,,10-30
194,600595,*ST中孚,0.15,-60.73,2.36,6.45,0.05,17509.9,-30.27,,10-30
195,600216,浙江医药,1.93,18.57,7.8,27.46,1.78,86752.2,18.53,,10-30
196,600291,西水股份,0.09,-61.78,5.29,1.42,0.21,3523.44,-54.16,,10-30
197,000006,深振业A,0.17,-49.42,2.75,6.26,0.26,13158.38,-24.24,,10-30
198,000836,富通鑫茂,0.02,-226.62,2.46,0.72,-0.15,513.36,-264.31,,10-30
199,600721,*ST百花,0.02,17.5,1.95,1.21,0.09,333.17,5.34,,10-30
200,600726,*ST华源,-0.16,-5.88,1.51,-8.89,0.51,-30987.68,30.75,,10-30
201,000058,深赛格,0.05,-120.03,1.35,3.46,0.08,3596.36,-120.05,,10-30
202,000099,中信海直,0.19,7.1,3.04,6.28,0.32,9602.2,7.08,,10-30
203,000403,双林生物,0.14,93.64,0.16,,0.14,2962.48,93.56,,10-30
204,002261,拓维信息,0.56,-5.08,4.71,12.66,0.18,8203.21,24.63,,10-30
205,600815,*ST厦工,0.72,500.0,3.76,23.24,0.29,50455.43,484.61,,10-30
206,600831,广电网络,0.13,4.1,2.24,5.75,0.68,7164.93,35.29,,10-30
207,600128,弘业股份,0.18,17.48,5.16,3.45,-0.18,4362.81,17.46,,10-30
208,600185,格力地产,0.26,-10.68,2.88,8.7,-1.73,15082.45,-10.53,,10-30
209,600221,海航控股,0.45,349.49,2.82,15.78,0.77,178150.7,408.29,,10-30
210,600637,东方明珠,0.07,-129.75,1.75,3.97,-0.14,4839.38,-129.73,,10-30
211,601998,中信银行,0.44,51.72,2.99,15.53,0.34,1719300.0,50.88,,10-30
212,002266,浙富控股,0.52,-8.77,6.97,8.03,-0.84,7538.98,-8.05,,10-30
213,600783,鲁信创投,0.55,-1781.29,5.8,10.53,-0.04,20399.53,-3196.83,,10-30
214,600857,宁波中百,0.07,168.29,1.93,3.45,0.17,1479.56,168.47,,10-30
215,600966,博汇纸业,0.26,1.58,5.94,4.55,0.2,13324.01,-0.15,,10-30
216,600571,信雅达,0.09,48.28,1.86,4.72,-0.11,1672.36,48.54,,10-30
217,600588,用友网络,0.04,-92.52,2.74,1.48,-0.28,3524.68,-89.89,,10-30
218,600605,汇通能源,0.02,26.32,2.47,0.98,-0.24,357.79,26.67,,10-30
219,601166,兴业银行,2.45,28.27,14.84,19.18,24.01,1359536.09,42.03,,10-30
220,600642,申能股份,0.4,-17.53,5.3,7.62,0.9,115495.16,-17.52,,10-30
221,002169,智光电气,0.15,33.01,2.23,7.03,-0.75,2511.38,32.97,,10-30
222,600681,百川能源,0.05,-281.52,-2.26,,0.22,1041.74,-281.2,,10-30
223,000807,云铝股份,0.01,-116.67,3.34,0.34,-0.62,1364.59,-122.03,,10-30
224,000038,深大通,0.13,-371.74,1.42,9.16,-0.83,1197.72,-370.81,,10-30
225,600754,锦江酒店,0.58,59.55,7.05,7.18,0.92,34955.27,59.54,,10-30
226,600086,东方金钰,0.09,166.18,1.15,8.58,-0.76,3214.64,165.77,,10-30
227,000998,隆平高科,0.03,36.36,3.3,0.85,-0.27,809.66,34.18,,10-30
228,600483,福能股份,0.02,-62.75,2.42,0.75,0.87,538.42,-62.86,,10-30
229,600520,文一科技,0.05,-118.65,1.88,,0.04,548.08,-118.35,,10-30
230,002109,兴化股份,0.19,0.0,2.93,6.59,0.07,6765.77,-2.33,,10-30
231,601607,上海医药,0.56,142.16,4.61,12.57,0.56,110511.39,745.61,,10-30
232,600648,外高桥,0.32,116.0,4.19,7.66,0.03,32787.8,121.42,,10-30
233,600290,ST华仪,0.28,16.88,3.09,9.33,-0.72,7552.68,18.32,,10-30
234,600390,五矿资本,0.11,-201.94,3.53,3.12,0.41,1762.41,-201.8,,10-30
235,600031,三一重工,0.88,-14.56,2.02,43.55,0.77,444484.57,189.52,,10-30
236,600415,小商品城,0.49,-44.32,5.16,9.47,-0.87,66482.44,10.48,,10-30
237,600795,国电电力,0.11,-57.6,1.52,7.18,0.36,132069.47,-3.19,,10-30
238,600830,香溢融通,0.14,86.84,3.03,4.81,-0.41,6462.22,87.33,,10-30
239,600110,诺德股份,0.01,195.0,1.78,0.76,-0.04,1268.36,211.6,,10-30
240,000927,*ST夏利,0.18,315.4,2.27,8.05,-0.65,28822.99,315.49,,10-30
241,600398,海澜之家,0.1,66.67,2.97,3.5,0.06,6648.08,73.93,,10-30
242,000539,粤电力A,0.25,-24.24,3.61,6.55,0.56,67409.09,-24.27,,10-30
243,000545,金浦钛业,-0.01,-95.24,0.04,-28.99,-0.2,-194.16,-93.83,,10-30
244,600122,宏图高科,0.24,16.38,6.93,3.98,-0.27,11717.07,31.16,,10-30
245,600578,京能电力,0.42,110.0,3.46,13.95,0.82,24263.93,108.9,,10-30
246,600595,*ST中孚,0.15,-60.73,2.36,6.45,0.05,17509.9,-30.27,,10-30
247,600216,浙江医药,1.93,18.57,7.8,27.46,1.78,86752.2,18.53,,10-30
248,600291,西水股份,0.09,-61.78,5.29,1.42,0.21,3523.44,-54.16,,10-30
249,000006,深振业A,0.17,-49.42,2.75,6.26,0.26,13158.38,-24.24,,10-30
250,000836,富通鑫茂,0.02,-226.62,2.46,0.72,-0.15,513.36,-264.31,,10-30
251,600721,*ST百花,0.02,17.5,1.95,1.21,0.09,333.17,5.34,,10-30
252,600350,山东高速,0.25,22.12,2.95,8.86,0.42,85292.82,22.15,,10-30
253,000913,钱江摩托,0.12,-25.0,3.08,3.88,-0.64,5320.14,-28.84,,10-30
254,000932,华菱钢铁,-0.53,543.78,4.95,-10.04,-0.98,-144522.3,543.67,,10-30
255,600791,京能置业,-0.03,-46.77,1.78,-1.81,2.1,-1477.24,-47.35,,10-30
256,600433,冠豪高新,0.07,32.73,2.38,3.14,-0.31,2109.94,137.3,,10-30
257,600831,广电网络,0.13,4.1,2.24,5.75,0.68,7164.93,35.29,,10-30
258,600128,弘业股份,0.18,17.48,5.16,3.45,-0.18,4362.81,17.46,,10-30
259,600185,格力地产,0.26,-10.68,2.88,8.7,-1.73,15082.45,-10.53,,10-30
260,600221,海航控股,0.45,349.49,2.82,15.78,0.77,178150.7,408.29,,10-30
261,600637,东方明珠,0.07,-129.75,1.75,3.97,-0.14,4839.38,-129.73,,10-30
262,601998,中信银行,0.44,51.72,2.99,15.53,0.34,1719300.0,50.88,,10-30
263,600726,*ST华源,-0.16,-5.88,1.51,-8.89,0.51,-30987.68,30.75,,10-30
264,000058,深赛格,0.05,-120.03,1.35,3.46,0.08,3596.36,-120.05,,10-30
265,000099,中信海直,0.19,7.1,3.04,6.28,0.32,9602.2,7.08,,10-30
266,000403,双林生物,0.14,93.64,0.16,,0.14,2962.48,93.56,,10-30
267,002261,拓维信息,0.56,-5.08,4.71,12.66,0.18,8203.21,24.63,,10-30
268,600815,*ST厦工,0.72,500.0,3.76,23.24,0.29,50455.43,484.61,,10-30
269,600857,宁波中百,0.07,168.29,1.93,3.45,0.17,1479.56,168.47,,10-30
270,600966,博汇纸业,0.26,1.58,5.94,4.55,0.2,13324.01,-0.15,,10-30
271,600571,信雅达,0.09,48.28,1.86,4.72,-0.11,1672.36,48.54,,10-30
272,600588,用友网络,0.04,-92.52,2.74,1.48,-0.28,3524.68,-89.89,,10-30
273,600605,汇通能源,0.02,26.32,2.47,0.98,-0.24,357.79,26.67,,10-30
274,601166,兴业银行,2.45,28.27,14.84,19.18,24.01,1359536.09,42.03,,10-30
275,600642,申能股份,0.4,-17.53,5.3,7.62,0.9,115495.16,-17.52,,10-30
276,002169,智光电气,0.15,33.01,2.23,7.03,-0.75,2511.38,32.97,,10-30
277,600681,百川能源,0.05,-281.52,-2.26,,0.22,1041.74,-281.2,,10-30
278,000807,云铝股份,0.01,-116.67,3.34,0.34,-0.62,1364.59,-122.03,,10-30
279,000038,深大通,0.13,-371.74,1.42,9.16,-0.83,1197.72,-370.81,,10-30
280,002266,浙富控股,0.52,-8.77,6.97,8.03,-0.84,7538.98,-8.05,,10-30
281,600783,鲁信创投,0.55,-1781.29,5.8,10.53,-0.04,20399.53,-3196.83,,10-30
282,600086,东方金钰,0.09,166.18,1.15,8.58,-0.76,3214.64,165.77,,10-30
283,000998,隆平高科,0.03,36.36,3.3,0.85,-0.27,809.66,34.18,,10-30
284,600483,福能股份,0.02,-62.75,2.42,0.75,0.87,538.42,-62.86,,10-30
285,600520,文一科技,0.05,-118.65,1.88,,0.04,548.08,-118.35,,10-30
286,002109,兴化股份,0.19,0.0,2.93,6.59,0.07,6765.77,-2.33,,10-30
287,601607,上海医药,0.56,142.16,4.61,12.57,0.56,110511.39,745.61,,10-30
288,600648,外高桥,0.32,116.0,4.19,7.66,0.03,32787.8,121.42,,10-30
289,600290,ST华仪,0.28,16.88,3.09,9.33,-0.72,7552.68,18.32,,10-30
290,600754,锦江酒店,0.58,59.55,7.05,7.18,0.92,34955.27,59.54,,10-30
291,600110,诺德股份,0.01,195.0,1.78,0.76,-0.04,1268.36,211.6,,10-30
292,000682,东方电子,0.02,0.61,1.38,1.21,-0.13,1624.29,0.85,,10-30
293,000752,*ST西发,0.08,0.0,2.15,3.74,0.55,2121.44,-0.02,,10-30
294,600653,申华控股,0.01,-63.18,1.0,0.86,0.15,1542.88,-62.96,,10-30
295,600674,川投能源,0.35,70.02,5.91,6.15,0.57,32914.73,148.4,,10-30
296,600315,上海家化,0.49,-15.52,3.37,15.33,0.78,20932.36,10.01,,10-30
297,000848,承德露露,0.49,19.51,2.36,21.1,0.89,14991.32,91.44,,10-30
298,600390,五矿资本,0.11,-201.94,3.53,3.12,0.41,1762.41,-201.8,,10-30
299,600031,三一重工,0.88,-14.56,2.02,43.55,0.77,444484.57,189.52,,10-30
300,600726,*ST华源,-0.16,-5.88,1.51,-8.89,0.51,-30987.68,30.75,,10-30
301,002266,浙富控股,0.52,-8.77,6.97,8.03,-0.84,7538.98,-8.05,,10-30
302,600783,鲁信创投,0.55,-1781.29,5.8,10.53,-0.04,20399.53,-3196.83,,10-30
303,600857,宁波中百,0.07,168.29,1.93,3.45,0.17,1479.56,168.47,,10-30
304,600966,博汇纸业,0.26,1.58,5.94,4.55,0.2,13324.01,-0.15,,10-30
305,600571,信雅达,0.09,48.28,1.86,4.72,-0.11,1672.36,48.54,,10-30
306,600588,用友网络,0.04,-92.52,2.74,1.48,-0.28,3524.68,-89.89,,10-30
307,600605,汇通能源,0.02,26.32,2.47,0.98,-0.24,357.79,26.67,,10-30
308,601166,兴业银行,2.45,28.27,14.84,19.18,24.01,1359536.09,42.03,,10-30
309,600642,申能股份,0.4,-17.53,5.3,7.62,0.9,115495.16,-17.52,,10-30
310,002169,智光电气,0.15,33.01,2.23,7.03,-0.75,2511.38,32.97,,10-30
311,600681,百川能源,0.05,-281.52,-2.26,,0.22,1041.74,-281.2,,10-30
312,000807,云铝股份,0.01,-116.67,3.34,0.34,-0.62,1364.59,-122.03,,10-30
313,000038,深大通,0.13,-371.74,1.42,9.16,-0.83,1197.72,-370.81,,10-30
314,600754,锦江酒店,0.58,59.55,7.05,7.18,0.92,34955.27,59.54,,10-30
315,600086,东方金钰,0.09,166.18,1.15,8.58,-0.76,3214.64,165.77,,10-30
316,000998,隆平高科,0.03,36.36,3.3,0.85,-0.27,809.66,34.18,,10-30
317,600483,福能股份,0.02,-62.75,2.42,0.75,0.87,538.42,-62.86,,10-30
