,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
79,600179,ST安通,0.5481,0.2193,,0.19399999999999998,19.703
80,600385,*ST金泰,0.5466,0.5619,,0.8277,82.7711
81,002287,奇正藏药,0.5463,0.139,1.6238,1.0812,157.9966
82,603568,伟明环保,0.5437,0.0608,1.2465,0.1203,90.4408
83,002166,莱茵生物,0.5383,0.0592,10.267000000000001,0.0982,13.0034
84,601158,重庆水务,0.532,0.0566,1.2009,0.1852,45.8146
85,002550,千红制药,0.5293,0.0716,1.3352,0.6196,70.6328
86,000883,湖北能源,0.529,0.057,1.4206,0.1129,18.1583
87,600007,中国国贸,0.518,0.0577,1.858,0.126,28.3033
88,603718,海利生物,0.5139,0.0773,1.5191,0.6997,194.2481
89,601368,绿城水务,0.5136,0.0364,1.9214,0.0543,15.8399
90,600368,五洲交通,0.5081,0.0473,23.1706,0.0613,13.2371
91,002515,金字火腿,0.5058,0.04,2.3051,1.4915,206.3925
92,002107,沃华医药,0.4971,0.132,2.3245,1.0290000000000001,107.6318
93,300357,我武生物,0.495,0.109,1.1359,3.1794,405.0976
94,000031,大悦城,0.4942,0.0278,7.8476,0.0354,5.0266
95,000037,深南电A,0.4901,0.0619,,0.0818,9.1718
96,600795,国电电力,0.4859,0.0513,2.6776,0.0718,14.1021
97,600027,华电国际,0.4822,0.0789,3.3965,0.1029,21.7974
98,600844,丹化科技,0.4818,0.0811,9.1351,0.162,25.335
99,600377,宁沪高速,0.4808,0.055,1.1698,0.1199,18.1928
100,600989,宝丰能源,0.4803,0.0732,3.3784,0.1098,14.4928
101,300519,新光药业,0.4753,,1.3323,,
102,002238,天威视讯,0.4724,0.1023,2.4268,0.4991,54.3371
103,002354,天神娱乐,0.4684,0.1099,1.069,0.2569,26.941
104,002038,双鹭药业,0.4659,0.0686,0.6603,1.9572,237.2942
105,600113,浙江东日,0.4642,0.044000000000000004,5.6552,0.0957,9.5702
106,600490,鹏欣资源,0.4628,0.0841,3.6696,0.3098,44.387
107,600695,绿庭投资,0.4626,0.0438,7.7086,0.171,41.6336
108,600379,宝光股份,0.4623,0.1541,8.8241,0.3252,36.8276
109,601991,大唐发电,0.4533,0.0471,5.3962,0.0596,20.3411
110,600578,京能电力,0.4525,0.0586,1.4955,0.109,24.2684
111,000899,赣能股份,0.4441,0.0901,1.9445,0.1509,27.9659
112,000539,粤电力A,0.4416,0.0786,2.3778,0.1297,34.0065
113,002466,天齐锂业,0.4384,0.0457,2.7617,0.1167,14.5164
114,600317,营口港,0.4347,0.0493,2.4611,0.1331,42.8445
115,601595,上海电影,0.4345,,1.7614,,
116,600010,包钢股份,0.4326,0.0358,,0.0549,6.5361
117,600744,华银电力,0.4304,0.0874,42.5441,0.0968,29.0237
118,300308,中际旭创,0.4279,0.0282,,0.1611,19.5268
119,600703,三安光电,0.4267,0.0579,1.0361,0.1954,52.1159
120,300642,透景生命,0.4265,0.1601,1.1462,0.9891,154.0585
121,000722,湖南发展,0.4262,0.0194,0.8631,0.1733,101.2535
122,600221,海航控股,0.425,0.0573,4.0852,0.0792,23.0826
123,601216,君正集团,0.4242,0.0607,2.5173,0.1056,19.7834
124,603959,百利科技,0.4241,,2.946,,
125,002316,亚联发展,0.424,0.0572,10.2906,0.0979,11.0039
126,002827,高争民爆,0.4217,0.0953,1.4557,0.2756,29.2302
127,002659,凯文教育,0.4217,0.0494,,0.0719,8.7781
128,600023,浙能电力,0.42,0.0777,1.7902,0.1821,42.8018
129,300533,冰川网络,0.4196,0.1135,0.7925,0.2974,29.7398
130,601188,龙江交通,0.419,0.0225,0.703,0.1064,11.1575
131,600020,中原高速,0.4173,0.0241,1.3768,0.0324,10.6503
132,600415,小商品城,0.4164,0.0242,3.2931,0.0355,3.9732
133,001872,招商港口,0.415,0.0545,1.1783,0.21100000000000002,31.994
134,603508,思维列控,0.4139,0.124,1.1053,0.6842,70.2596
135,000603,盛达资源,0.4136,0.1246,0.805,0.3862,39.8083
136,601326,秦港股份,0.4118,0.0497,1.5386,0.0885,22.4489
137,600798,宁波海运,0.4112,0.035,388.3045,0.0688,27.0861
138,000965,天保基建,0.4074,0.0273,2.0659,0.13699999999999998,13.7959
139,600610,*ST毅达,0.4061,0.0238,4.8243,0.1369,14.0185
140,003816,中国广核,0.4058,0.0185,1.1098,0.0282,17.3727
141,002568,百润股份,0.4052,0.3227,1.1161,1.2157,123.4819
142,002489,浙江永强,0.4047,0.1459,1.7577,0.415,43.1327
143,000688,国城矿业,0.4044,0.1001,1.71,0.5125,57.0921
144,000966,长源电力,0.4041,0.1051,3.034,0.1482,22.6785
145,603300,华铁应急,0.402,0.0422,1.7083,0.1371,15.6376
146,000089,深圳机场,0.4014,0.0471,2.6775,0.2258,23.9249
147,002320,海峡股份,0.4006,0.071,1.6005,0.7123,125.4054
148,000850,华茂股份,0.3996,0.0365,2.9082,0.0955,27.566
149,002137,麦达数字,0.3986,0.1199,42.5626,0.5995,60.8891
150,000029,深深房A,0.3973,0.1022,2.4457,0.2032,25.8659
151,000598,兴蓉环境,0.3973,0.0467,1.3492,0.1226,21.4707
152,603963,大理药业,0.3972,0.1356,1.4542,0.2902,29.0588
153,001896,豫能控股,0.3959,0.0526,2.6676,0.0789,23.2469
154,300394,天孚通信,0.3957,0.0698,0.9415,2.2214,222.1426
155,002495,佳隆股份,0.3909,0.0613,2.2738,0.9921,143.6684
156,002263,*ST东南,0.3904,0.0399,71.992,0.1417,15.2372
157,600684,珠江实业,0.3897,0.0549,3.3819,0.0856,15.7139
158,300436,广生堂,0.3859,0.1023,1.0566,0.7348,91.7921
159,600004,白云机场,0.3838,0.0903,1.6392,0.4053,43.8371
160,601872,招商轮船,0.3837,0.0369,1.1467,0.071,20.1145
161,300446,乐凯新材,0.3821,0.1002,1.0044,0.5913,74.6542
162,002711,*ST欧浦,0.3816,0.1382,4.2136,0.3346,37.4361
163,002492,恒基达鑫,0.379,0.0172,1.9878,0.0694,9.2628
164,002932,明德生物,0.379,0.1535,0.8967,1.0617,106.87700000000001
165,002207,ST准油,0.3777,0.0505,,0.1202,16.7398
166,002501,*ST利源,0.3771,0.0539,1.6549,0.1025,16.6938
167,600021,上海电力,0.3766,0.0658,2.6002,0.0953,22.776
168,000609,中迪投资,0.376,0.0053,,0.0154,1.6711
169,300208,青岛中程,0.3752,0.1224,1.171,0.2646,40.4324
170,600026,中远海能,0.3735,0.0326,6.6267,0.0532,22.3602
171,002033,丽江股份,0.3731,0.0501,0.9385,0.2509,72.7887
172,002036,联创电子,0.3725,0.0692,0.7435,0.2995,30.1623
173,002244,滨江集团,0.3718,0.0559,3.3648,0.075,9.1329
174,600090,同济堂,0.3714,0.1783,3.8696,0.4113,69.6694
175,300216,千山药机,0.3714,0.0326,2.0675,0.0543,5.6762
176,002772,众兴菌业,0.3711,0.0505,1.9673,0.1366,75.6488
177,002445,ST中南,0.37,0.0442,3.055,0.1002,10.1777
178,000631,顺发恒业,0.3697,0.0605,3.4277,0.0862,11.5892
179,002180,纳思达,0.3688,0.1176,0.6552,1.7087,170.8671
180,300227,光韵达,0.3688,0.0652,1.2266,0.1985,25.2646
181,600011,华能国际,0.3682,0.0811,2.1506,0.1143,19.9671
182,000665,湖北广电,0.3674,0.0578,2.0046,0.1966,21.084
183,002283,天润曲轴,0.36700000000000005,0.0642,3.8079,0.1991,20.2463
184,300149,量子生物,0.3627,0.079,2.4682,1.0207,105.8234
185,300146,汤臣倍健,0.3622,0.0912,1.0246,1.2514,130.9155
186,603583,捷昌驱动,0.3602,0.2505,1.3284,0.7382,76.0367
187,300345,红宇新材,0.3591,0.0543,2.1854,0.2231,22.8185
188,600163,中闽能源,0.3585,0.0598,,0.1261,62.4635
189,000799,酒鬼酒,0.3583,0.0517,3.2223,0.2699,27.7042
190,603658,安图生物,0.3576,0.1478,1.0263,0.5399,99.70200000000001
191,300535,达威股份,0.3575,,2.4168,,
192,002357,富临运业,0.3566,0.0787,1.4825,0.1929,20.1454
193,300164,通源石油,0.3554,0.0473,,0.243,27.3293
194,600593,大连圣亚,0.355,0.0635,3.8167,0.1537,27.6618
195,300508,维宏股份,0.3543,,0.9264,,
196,002220,ST天宝,0.3527,0.0534,3.0095,0.0917,20.9761
197,601088,中国神华,0.3521,0.0557,1.9234,0.1558,26.4334
198,600323,瀚蓝环境,0.3519,0.0479,2.7203,0.077,17.8699
199,300315,掌趣科技,0.3517,0.0336,0.8927,0.2781,30.7865
200,000600,建投能源,0.3504,0.0685,1.1520000000000001,0.1275,33.6928
201,600897,厦门空港,0.348,0.0698,1.2601,0.3766,37.7485
202,603167,渤海轮渡,0.3469,0.0536,1.9149,0.2097,57.7007
203,002252,上海莱士,0.3461,0.0262,0.3329,0.3589,166.4297
204,300434,金石亚药,0.3452,0.0567,1.6127,0.47,47.3905
205,600331,宏达股份,0.3449,0.0783,,0.1536,16.8906
206,600807,ST天业,0.3449,0.0349,2.1119,0.0406,5.511
207,002275,桂林三金,0.3437,0.0823,0.9569,0.5941,88.6972
208,002399,海普瑞,0.3436,0.0406,1.5186,0.2416,217.5076
209,600165,新日恒力,0.3402,0.0523,,0.0803,8.1043
210,300293,蓝英装备,0.3393,0.0373,2.4783,0.0557,5.6391
211,600269,赣粤高速,0.3357,0.0247,2.0253,0.0456,13.9769
212,600037,歌华有线,0.3352,0.0368,1.2664,0.1562,36.9331
213,600190,锦州港,0.335,0.0335,3.5166,0.0688,12.7212
214,300224,正海磁材,0.3341,0.0724,2.1262,0.2699,28.7892
215,300318,博晖创新,0.3333,0.0095,0.9861,0.0259,2.6526
216,000027,深圳能源,0.3301,0.0371,1.5038,0.0757,10.4072
217,300084,海默科技,0.3292,0.0401,6.279,0.1197,31.4605
218,600777,新潮能源,0.3291,0.0138,,0.0231,2.5121
219,300401,花园生物,0.32899999999999996,0.0314,2.1589,0.6732,78.8517
220,600199,金种子酒,0.3285,0.0861,8.2578,0.2651,30.1337
221,002234,民和股份,0.3282,0.0736,,0.1565,17.1492
222,000869,张裕A,0.3281,0.0988,1.2427,0.5671,67.9883
223,601518,吉林高速,0.3281,0.0154,0.7701,0.0308,12.9737
224,000690,宝新能源,0.3279,0.063,1.7548,0.1195,25.5691
225,603555,贵人鸟,0.3245,0.0767,1.8933,0.1588,26.2361
226,600256,广汇能源,0.3216,0.0232,2.2417,0.0343,7.1004
227,300238,冠昊生物,0.3214,0.0424,1.6742,0.3299,95.2827
228,603160,汇顶科技,0.3208,,1.0683,,
229,600805,悦达投资,0.319,0.0264,1.0494,0.0739,8.0322
230,002224,三力士,0.3189,0.0973,1.4256,1.2359,123.5949
231,000035,中国天楹,0.3178,0.0217,1.2921,0.0376,7.2968
232,300529,健帆生物,0.3172,0.1181,0.8783,0.7284,110.8152
233,300011,鼎汉技术,0.317,0.0485,1.5553,0.132,21.0042
234,603377,东方时尚,0.3154,0.1201,1.1954,0.2241,31.6229
235,000422,ST宜化,0.3146,0.0706,74.4357,0.0896,12.944
236,300700,岱勒新材,0.3145,0.0721,1.3715,0.2194,21.9359
237,300031,宝通科技,0.3137,0.0763,1.8554,0.6525,69.0743
238,002667,鞍重股份,0.3136,0.0279,2.0046,0.2196,28.1296
239,600749,西藏旅游,0.3126,0.0106,,0.0196,4.4186
240,002118,紫鑫药业,0.3123,0.0176,26.0047,0.0349,3.5956
241,600519,贵州茅台,0.3107,0.0678,0.586,0.565,56.6133
242,600018,上港集团,0.3105,0.0465,1.2183,0.1289,21.1229
243,300396,迪瑞医疗,0.3105,0.066,1.4642,0.5495,85.3167
244,603869,新智认知,0.3101,0.0583,1.4662,0.2909,40.6903
245,300113,顺网科技,0.31,0.0864,1.1517,0.4537,46.8402
246,002582,好想你,0.3088,0.0811,5.0576,0.2279,78.0283
247,300664,鹏鹞环保,0.3085,0.0345,1.0005,0.067,9.9787
248,002469,三维工程,0.3084,0.0628,1.3341,0.36700000000000005,36.7045
249,600766,园城黄金,0.3068,0.0085,0.9787,0.0101,1.0376
250,002595,豪迈科技,0.3064,0.1082,1.0448,0.8957,93.5825
251,600396,金山股份,0.3063,0.0467,3.0673,0.0595,14.2977
252,601020,华钰矿业,0.306,,0.9762,,
253,600652,*ST游久,0.3054,0.0651,,0.1735,17.756
254,600483,福能股份,0.3048,0.062,2.3534,0.1112,57.2818
255,002346,柘中股份,0.3043,0.0312,0.6458,0.131,13.3486
256,000661,长春高新,0.3037,0.0991,1.3052,0.2886,33.5721
257,600339,中油工程,0.3035,0.0685,,0.0879,9.8419
258,002304,洋河股份,0.3033,0.0953,0.9116,0.2993,30.9253
259,603339,四方科技,0.3025,0.132,1.9239,0.6083,61.926
260,002526,山东矿机,0.3021,0.0435,11.0892,0.1091,11.135
261,000059,华锦股份,0.3016,0.16899999999999998,18.5632,0.244,31.6325
262,002621,美吉姆,0.3007,0.0209,0.9640000000000001,0.6066,60.6627
263,002457,青龙管业,0.2998,0.0404,6.6795,0.1629,16.8904
264,600017,日照港,0.2997,0.0358,2.5529,0.0897,21.4338
265,002625,光启技术,0.2993,0.0951,3.0876,0.4249,44.7827
266,601566,九牧王,0.2992,0.0589,1.3768,0.2695,27.0912
267,300289,利德曼,0.2991,0.0557,1.3361,0.1975,22.3316
268,000547,航天发展,0.2981,0.0222,0.5619,0.0563,8.5054
269,300049,福瑞股份,0.2973,0.0438,2.1689,0.2194,36.0056
270,601969,海南矿业,0.2966,0.0285,27.1015,0.1333,16.1653
271,300159,新研股份,0.2957,0.0201,1.7904,0.0833,8.8152
272,603001,奥康国际,0.2955,0.0974,2.2082,0.4697,46.9697
273,000543,皖能电力,0.2943,0.0729,1.4172,0.1694,36.5545
274,601006,大秦铁路,0.2916,0.0766,1.0948,0.3882,47.3271
275,603566,普莱柯,0.2903,0.0459,0.9181,0.4381,52.6525
276,603528,多伦科技,0.2903,,0.6611,,
277,002537,海联金汇,0.2899,0.1095,2.8618,0.2709,28.5394
278,002643,万润股份,0.2867,0.0652,2.5166,0.5976,61.8403
279,300528,幸福蓝海,0.2863,,2.8335,,
280,300530,达志科技,0.2862,0.0755,0.8949,2.6121,261.2086
281,002706,良信电器,0.28600000000000003,0.1156,2.2424,0.39899999999999997,43.6164
282,000589,贵州轮胎,0.2859,0.0543,9.3,0.0822,9.818
283,002437,誉衡药业,0.2851,0.0489,1.0582,0.0932,10.4222
284,000875,吉电股份,0.2832,0.0286,6.4239,0.0368,9.1769
285,300494,盛天网络,0.2813,0.0844,0.7815,1.2761,129.8381
286,002880,卫光生物,0.2806,0.0959,1.1401,0.165,21.3583
287,000685,中山公用,0.2793,0.0131,0.1673,0.063,21.9228
288,600050,中国联通,0.27899999999999997,0.0747,5.8318,0.1312,14.728
289,600168,武汉控股,0.2783,0.0202,0.8464,0.0471,10.6551
290,600563,法拉电子,0.2783,0.0946,1.1741,0.9715,103.6358
291,002581,未名医药,0.2781,0.0651,1.0477,2.1403,234.5569
292,000858,五粮液,0.2779,0.0658,0.9109999999999999,0.5148,53.1717
293,600649,城投控股,0.2773,0.0169,0.2517,0.0311,6.1956
294,000962,东方钽业,0.276,0.0426,,0.0841,12.7742
295,600426,华鲁恒升,0.2759,0.1005,2.451,0.2212,60.5278
296,600600,青岛啤酒,0.2752,0.1447,3.6252,0.2998,36.3693
297,600532,宏达矿业,0.2749,0.0358,20.7349,0.083,10.6396
298,603885,吉祥航空,0.2741,0.0955,2.0959,0.1365,26.0549
299,600157,永泰能源,0.2733,0.0144,2.1859,0.0203,4.518
300,002815,崇达技术,0.2724,,1.5276,,
301,000920,南方汇通,0.2715,0.0739,1.9373,0.2489,46.3441
302,300518,盛讯达,0.2713,,0.6347,,
303,300431,暴风集团,0.271,0.0931,8.552,0.4026,40.8496
304,000681,视觉中国,0.27,0.0347,1.1579,0.3794,38.0246
305,000628,高新发展,0.2694,0.044000000000000004,,0.0521,5.5763
306,600292,远达环保,0.2692,0.0523,1.943,0.1199,14.1405
307,601111,中国国航,0.2687,0.0634,3.2042,0.0901,22.974
308,300488,恒锋工具,0.2686,0.0349,0.7375,0.21899999999999997,23.8396
309,300111,向日葵,0.2678,0.0611,97.6046,0.0974,11.5789
310,002557,洽洽食品,0.2677,0.1056,2.8198,0.3649,38.0158
311,300335,迪森股份,0.2677,0.0583,1.9288,0.2792,30.8266
312,000729,燕京啤酒,0.2676,0.094,2.8338,0.3015,30.7113
313,000752,*ST西发,0.2673,0.0377,1.6083,0.2967,30.5813
314,002138,顺络电子,0.2673,0.0494,1.3161,0.1785,22.5715
315,600009,上海机场,0.2663,0.034,0.6055,0.1756,37.585
316,600548,深高速,0.2663,0.0165,0.7115,0.0346,13.4376
317,000403,双林生物,0.2663,0.055,1.3719999999999999,0.0935,11.0713
318,600095,哈高科,0.266,0.0235,,0.0595,6.0462
319,600995,文山电力,0.265,0.0947,2.8051,0.1891,33.1897
320,300363,博腾股份,0.2647,0.0758,2.6768,0.1466,18.590999999999998
321,600461,洪城水业,0.2638,0.0386,1.8949,0.0621,17.9038
322,300305,裕兴股份,0.2632,0.0481,1.4937,1.2535,265.384
323,002618,丹邦科技,0.2632,0.0241,1.8921,0.0823,14.0156
324,000567,海德股份,0.2628,0.0113,0.1728,0.2703,27.0291
325,000430,张家界,0.2625,0.0837,1.315,0.297,53.577
326,000720,新能泰山,0.2624,0.0728,4.1729,0.0942,15.8966
327,002543,万和电气,0.2609,0.1421,2.7578,0.4635,49.4245
328,300176,派生科技,0.2608,0.0912,16.4994,0.1285,15.847000000000001
329,603005,晶方科技,0.2607,0.042,1.1491,0.2759,42.7326
330,002086,ST东海洋,0.2606,0.0293,2.2005,0.0572,7.0731
331,600863,内蒙华电,0.2601,0.0365,1.8295,0.0569,10.8802
332,300183,东软载波,0.2593,0.0397,0.7584,0.3858,41.9275
333,600963,岳阳林纸,0.2591,0.0447,,0.0642,9.1491
334,600873,梅花生物,0.2576,0.0821,4.5414,0.1462,16.1233
335,300217,东方电热,0.2572,0.0718,3.0019,0.2459,26.9355
336,600381,青海春天,0.2569,0.0756,2.3103,0.3653,70.9795
337,002739,万达电影,0.2564,0.1516,1.4198,0.6068,61.1708
338,002222,福晶科技,0.2562,0.0405,0.8923,0.4306,67.8391
339,300124,汇川技术,0.2559,0.0592,0.8316,0.2709,28.503
340,002646,青青稞酒,0.2552,0.0618,1.0002,0.2683,27.7027
341,002718,友邦吊顶,0.2552,0.0708,0.8895,0.6614,67.6965
342,300195,长荣股份,0.2551,0.0411,1.3054,0.3408,39.3019
343,002750,龙津药业,0.255,0.0356,0.8179,0.2365,30.822
344,000767,漳泽电力,0.255,0.0369,2.3185,0.0469,10.4632
345,600110,诺德股份,0.2548,0.033,7.0169,0.0455,5.5194
346,002191,劲嘉股份,0.2543,0.0687,0.8143,0.3237,38.4896
347,002511,中顺洁柔,0.2541,0.0727,7.2107,0.1535,33.0976
348,603199,九华旅游,0.254,0.0526,1.3098,0.3726,43.333999999999996
349,300204,舒泰神,0.2534,0.0778,1.2962,0.5282,62.1263
350,002308,威创股份,0.2533,0.0366,4.8751,0.2788,29.8563
351,000650,仁和药业,0.2531,0.1053,1.5936,0.605,62.9996
352,002653,海思科,0.2529,0.0499,0.6514,0.2008,21.4278
353,002447,晨鑫科技,0.2529,0.0132,0.7881,0.0407,11.8809
354,300280,紫天科技,0.2528,0.0375,17.396,0.1687,17.1599
355,600325,华发股份,0.2525,0.0075,2.3976,0.009000000000000001,1.7898
356,600959,江苏有线,0.2513,0.0324,1.2378,0.1115,11.9069
357,300093,金刚玻璃,0.251,0.0322,5.7634,0.0823,8.4941
358,600262,北方股份,0.2503,0.0465,,0.0781,8.828
359,300328,宜安科技,0.2502,0.0734,3.2103,0.2577,28.7192
360,600841,上柴股份,0.2502,0.0537,4.8321,0.15,16.8822
361,002424,贵州百灵,0.2501,0.0576,1.1175,0.18600000000000003,19.2741
362,603398,邦宝益智,0.2495,0.1312,1.2506,0.5046,54.6029
363,002572,索菲亚,0.2493,0.10400000000000001,2.1218,0.4121,47.1909
364,300630,普利制药,0.2491,0.0687,1.3018,0.2428,26.1354
365,600132,重庆啤酒,0.2472,0.1025,8.371,0.1549,17.4881
366,603767,中马传动,0.247,0.1022,2.0781,0.2677,29.7555
367,002606,大连电瓷,0.2463,0.0323,,0.068,8.3578
368,600400,红豆股份,0.2463,0.0413,8.3396,0.0565,8.0337
369,002695,煌上煌,0.2433,0.079,3.7425,0.5311,63.3611
370,601199,江南水务,0.243,0.0264,0.7936,0.0661,7.6051
371,600251,冠农股份,0.2422,0.0603,1.6154,0.1539,16.125999999999998
372,603619,中曼石油,0.2415,0.08,1.4961,0.1196,15.4915
373,002210,*ST飞马,0.2407,0.2576,41.1751,0.2725,27.4794
374,000666,经纬纺机,0.2398,0.0226,0.5569,0.0462,6.0563
375,000573,粤宏远A,0.2397,0.015,,0.0293,3.8324
376,002358,森源电气,0.2393,0.0395,1.7502,0.0797,8.7107
377,600276,恒瑞医药,0.2378,0.1019,0.9606,1.0945,121.3481
378,000725,京东方A,0.2374,0.0387,2.7921,0.08800000000000001,27.8822
379,002648,卫星石化,0.2367,0.0663,,0.1194,14.9413
380,002713,东易日盛,0.23600000000000002,0.1182,,0.2174,21.7524
381,002294,信立泰,0.23600000000000002,0.0861,0.6307,0.6626,70.1414
382,300403,汉宇集团,0.2355,0.063,1.1964,0.8261,98.714
383,000526,紫光学大,0.2354,0.0147,1.339,0.07200000000000001,7.2645
384,300636,同和药业,0.2353,0.0969,1.0288,0.3095,38.5753
385,002298,中电兴发,0.2352,0.0269,6.316,0.0707,8.1863
386,603697,有友食品,0.2344,0.1711,1.2958,0.8285,113.8171
387,300467,迅游科技,0.2341,0.0419,0.7215,0.4083,42.5199
388,600360,华微电子,0.2339,0.0366,8.7899,0.0839,11.2008
389,002728,特一药业,0.2338,0.0367,1.0621,0.1073,11.1913
390,603722,阿科力,0.2336,0.1319,1.1783,0.4058,40.5758
391,000601,韶能股份,0.2333,0.0403,2.2918,0.0765,26.2322
392,300795,米奥会展,0.2333,0.1351,2.0094,0.6024,60.2352
393,600979,广安爱众,0.2332,0.0285,1.9898,0.0417,10.8055
394,600048,保利地产,0.2326,0.026000000000000002,1.6692,0.0335,4.913
395,603079,圣达生物,0.2325,0.113,0.7847,0.3102,32.4684
